0.005000	0.000000	1.000000	1.399828	2.500000	1.785934
0.015000	0.000000	1.000000	1.399816	2.500000	1.785949
0.025000	0.000000	1.000000	1.399792	2.500000	1.785980
0.035000	0.000000	1.000000	1.399754	2.500000	1.786028
0.045000	0.000000	1.000000	1.399701	2.500000	1.786096
0.055000	0.000000	1.000000	1.399630	2.500000	1.786186
0.065000	0.000000	1.000000	1.399539	2.500000	1.786303
0.075000	0.000000	1.000000	1.399423	2.500000	1.786451
0.085000	0.000000	1.000000	1.399278	2.500000	1.786636
0.095000	0.000000	1.000000	1.399097	2.500000	1.786866
0.105000	0.000000	1.000000	1.398875	2.500000	1.787150
0.115000	0.000000	1.000000	1.398604	2.500000	1.787497
0.125000	0.000000	1.000000	1.398275	2.500000	1.787918
0.135000	0.000000	1.000000	1.397877	2.500000	1.788427
0.145000	0.000000	1.000000	1.397399	2.500000	1.789039
0.155000	0.000000	1.000000	1.396828	2.500000	1.789770
0.165000	0.000000	1.000000	1.396149	2.500000	1.790640
0.175000	0.000000	1.000000	1.395346	2.500000	1.791670
0.185000	0.000000	1.000000	1.394403	2.500000	1.792882
0.195000	0.000000	1.000000	1.393299	2.500000	1.794303
0.205000	0.000000	1.000000	1.392014	2.500000	1.795959
0.215000	0.000000	1.000000	1.390526	2.500000	1.797881
0.225000	0.000000	1.000000	1.388812	2.500000	1.800100
0.235000	0.000000	1.000000	1.386848	2.500000	1.802649
0.245000	0.000000	1.000000	1.384609	2.500000	1.805564
0.255000	0.000000	1.000000	1.382070	2.500000	1.808881
0.265000	0.000000	1.000000	1.379205	2.500000	1.812638
0.275000	0.000000	1.000000	1.375991	2.500000	1.816872
0.285000	0.000000	1.000000	1.372403	2.500000	1.821622
0.295000	0.000000	1.000000	1.368419	2.500000	1.826926
0.305000	0.000000	1.000000	1.364018	2.500000	1.832821
0.315000	0.000000	1.000000	1.359182	2.500000	1.839342
0.325000	0.000000	1.000000	1.353896	2.500000	1.846523
0.335000	0.000000	1.000000	1.348149	2.500000	1.854395
0.345000	0.000000	1.000000	1.341933	2.500000	1.862984
0.355000	0.000000	1.000000	1.335246	2.500000	1.872314
0.365000	0.000000	1.000000	1.328089	2.500000	1.882404
0.375000	0.000000	1.000000	1.320469	2.500000	1.893266
0.385000	0.000000	1.000000	1.312400	2.500000	1.904907
0.395000	0.000000	1.000000	1.303898	2.500000	1.917328
0.405000	-0.000000	1.000000	1.294986	2.500000	1.930522
0.415000	0.000000	1.000000	1.285694	2.500000	1.944475
0.425000	0.000000	1.000000	1.276053	2.500000	1.959166
