0.005000	0.750000	1.000000	1.000000	2.781250	2.500000
0.015000	0.750000	1.000000	1.000000	2.781250	2.500000
0.025000	0.750000	1.000000	1.000000	2.781250	2.500000
0.035000	0.750000	1.000000	1.000000	2.781250	2.500000
0.045000	0.750000	1.000000	1.000000	2.781250	2.500000
0.055000	0.750000	1.000000	1.000000	2.781250	2.500000
0.065000	0.750000	1.000000	1.000000	2.781249	2.500000
0.075000	0.750001	0.999999	0.999999	2.781247	2.499999
0.085000	0.750004	0.999995	0.999996	2.781240	2.499996
0.095000	0.750014	0.999984	0.999988	2.781216	2.499988
0.105000	0.750042	0.999950	0.999964	2.781147	2.499964
0.115000	0.750120	0.999858	0.999899	2.780957	2.499899
0.125000	0.750315	0.999627	0.999734	2.780480	2.499734
0.135000	0.750768	0.999092	0.999351	2.779374	2.499352
0.145000	0.751729	0.997956	0.998539	2.777025	2.498540
0.155000	0.753600	0.995748	0.996960	2.772464	2.496962
0.165000	0.756927	0.991831	0.994155	2.764373	2.494158
0.175000	0.762352	0.985473	0.989592	2.751248	2.489593
0.185000	0.770494	0.975995	0.982774	2.731704	2.482756
0.195000	0.781826	0.962933	0.973342	2.704811	2.473264
0.205000	0.796589	0.946140	0.961159	2.670302	2.460934
0.215000	0.814784	0.925787	0.946307	2.628581	2.445788
0.225000	0.836221	0.902291	0.929043	2.580550	2.428011
0.235000	0.860590	0.876203	0.909722	2.527384	2.407886
0.245000	0.887538	0.848110	0.888733	2.470313	2.385729
0.255000	0.916721	0.818564	0.866445	2.410481	2.361848
0.265000	0.947838	0.788039	0.843179	2.348851	2.336510
0.275000	0.980667	0.756899	0.819185	2.286156	2.309915
0.285000	1.015127	0.725357	0.794599	2.222803	2.282149
0.295000	1.051480	0.693314	0.769316	2.158567	2.253022
0.305000	1.091365	0.659564	0.742329	2.090995	2.221264
0.315000	1.152529	0.610553	0.702452	1.992925	2.172933
0.325000	1.198665	0.575678	0.673496	1.923033	2.136901
0.335000	1.234573	0.549728	0.651608	1.870900	2.109118
0.345000	1.265518	0.528174	0.633195	1.827478	2.085355
0.355000	1.292213	0.510167	0.617638	1.791089	2.064995
0.365000	1.314537	0.495517	0.604856	1.761389	2.048076
0.375000	1.332202	0.484181	0.594882	1.738339	2.034775
0.385000	1.345120	0.476034	0.587658	1.721723	2.025130
0.395000	1.353630	0.470731	0.582914	1.710870	2.018871
0.405000	1.358541	0.467695	0.580156	1.704614	2.015382
0.415000	1.360932	0.466222	0.578766	1.701532	2.013861
0.425000	1.361835	0.465666	0.578164	1.700296	2.013553
0.435000	1.362017	0.465554	0.577916	1.699928	2.013934
0.445000	1.361922	0.465611	0.577748	1.699840	2.014767
0.455000	1.361760	0.465710	0.577490	1.699720	2.016095
0.465000	1.361605	0.465804	0.576996	1.699376	2.018226
0.475000	1.361476	0.465882	0.576077	1.698618	2.021787
0.485000	1.361371	0.465946	0.574441	1.697179	2.027822
0.495000	1.361285	0.465998	0.571660	1.694665	2.037914
0.505000	1.361215	0.466040	0.567162	1.690549	2.054263
0.515000	1.361156	0.466076	0.560276	1.684214	2.079670
0.525000	1.361107	0.466105	0.550332	1.675039	2.117380
0.535000	1.361066	0.466129	0.536826	1.662559	2.170767
0.545000	1.361031	0.466150	0.519598	1.646629	2.242842
0.555000	1.361005	0.466166	0.498982	1.627555	2.335586
0.565000	1.360977	0.466183	0.475858	1.606163	2.449168
0.575000	1.360964	0.466191	0.451548	1.583660	2.581071
0.585000	1.360941	0.466205	0.427618	1.561520	2.725591
0.595000	1.360934	0.466210	0.405556	1.541099	2.873900
0.605000	1.360923	0.466219	0.386528	1.523493	3.015426
0.615000	1.360912	0.466228	0.371183	1.509300	3.140146
0.625000	1.360918	0.466230	0.359621	1.498601	3.241123
0.635000	1.360904	0.466243	0.351518	1.491123	3.315928
0.645000	1.360917	0.466245	0.346249	1.486255	3.366397
0.655000	1.360916	0.466256	0.343056	1.483326	3.397815
0.665000	1.360925	0.466265	0.341256	1.481686	3.415803
0.675000	1.360944	0.466273	0.340324	1.480851	3.425209
0.685000	1.360946	0.466288	0.339895	1.480493	3.429655
0.695000	1.360928	0.466270	0.339707	1.480265	3.431417
0.705000	1.360288	0.465984	0.339501	1.479063	3.431389
0.715000	1.352797	0.462464	0.337659	1.465129	3.424047
0.725000	1.277634	0.428504	0.319796	1.332270	3.349821
0.735000	0.870503	0.278834	0.236383	0.786647	2.948957
0.745000	0.182056	0.126201	0.144151	0.317890	2.188688
0.755000	0.008419	0.101117	0.125963	0.252796	2.006867
0.765000	0.000287	0.100038	0.125034	0.250095	2.000219
0.775000	0.000010	0.100001	0.125001	0.250003	2.000007
0.785000	0.000000	0.100000	0.125000	0.250000	2.000000
0.795000	0.000000	0.100000	0.125000	0.250000	2.000000
0.805000	0.000000	0.100000	0.125000	0.250000	2.000000
0.815000	0.000000	0.100000	0.125000	0.250000	2.000000
0.825000	0.000000	0.100000	0.125000	0.250000	2.000000
